month,energy_mwh,load_mean,load_peak,load_valley,load_std,load_factor,peak_valley_ratio,residual_mean,residual_abs_mean,residual_std,positive_residual_share,business_load_mean,night_load_mean,business_night_ratio,temperature_mean,apparent_stress_mean,holiday_share,sensor_quality_mean,industrial_yoy,nowcast
2023-01-01,892145.7122693647,1199.1205810072106,1496.693985116067,872.4372423027334,148.29082889043735,0.8011795283016522,1.7155319747305313,-10.363827292574634,56.6811350451804,79.63579766948705,0.49193548387096775,1316.8480840778168,1035.8554911054373,1.2712662097997007,10.487635007607235,1.1446520572662715,0.2903225806451613,1.0,4.512585262242912,4.392164269576279
2023-02-01,795699.6734785975,1184.0768950574368,1484.334473540074,862.2426136834318,146.11229621869373,0.7977156875117669,1.7214812281187486,17.498021957753096,37.52738190021095,43.51030593752586,0.6666666666666666,1296.023177835432,1028.2494578771386,1.260417078664085,5.800985000898821,4.312321110491146,0.39285714285714285,1.0,3.8081520149672903,4.051805036852663
2023-03-01,938799.4812430146,1261.8272597352347,1563.9479002706162,916.128862609508,152.8024924488846,0.8068217998290709,1.7071265452939184,17.389938676073257,30.315838726028247,35.23747904658538,0.696236559139785,1381.018137398418,1100.6701009086482,1.254706688460358,3.615091247905783,6.384908752094217,0.25806451612903225,1.0,4.854997817788919,4.9571522603114735
2023-04-01,924506.4619822187,1284.0367527530814,1613.3966926353646,925.4876242323112,157.5671079269994,0.7958592940064244,1.7432936436872093,9.964118010224794,28.620548175965975,34.85732319371029,0.6166666666666667,1407.3430516220462,1117.8462331885532,1.258977317128609,4.796703792095037,5.22617330529306,0.3333333333333333,1.0,5.549728459650572,5.323984253887505
2023-05-01,877236.7793620145,1179.0816926908797,1458.3577220031189,842.7738394092065,142.96311362765465,0.8084996396298151,1.7304259503658102,0.29836886501643783,31.20305834057929,39.67945608906576,0.5174731182795699,1291.289386675339,1022.9944358753163,1.2622643304706331,8.875046066560358,1.9963988491700895,0.25806451612903225,1.0,4.044231589967579,4.143809731296984
2023-06-01,804582.5789492513,1117.4758040961824,1571.9912526476026,734.7827388132534,139.88189329854032,0.710866426396515,2.1393960004919594,8.88617738945629,36.658871619221465,45.605529964247,0.5888888888888889,1223.5787221396681,968.8286372227305,1.262946485198054,14.789638395670282,0.11194938866043809,0.3333333333333333,0.9986111111111111,3.291654276670245,3.3235137294412027
2023-07-01,851621.8941650814,1144.6530835552169,1422.509309897533,822.7838064243359,141.57911067327444,0.8046717695209104,1.7288980395463684,15.406346094396602,29.599137387262815,33.177798739912426,0.6989247311827957,1254.736632033967,986.5178468094372,1.2718843719776525,21.09822108637755,0.4459723434591567,0.3225806451612903,1.0,4.337324256054014,4.026405878410199
2023-08-01,881558.3761100757,1184.890290470532,1463.4168114095544,820.387166226279,146.49274413217378,0.8096738271916205,1.783812414010771,14.921388827577534,39.37163132108706,47.249042222222236,0.5940860215053764,1296.5871202896853,1019.8800999796292,1.2713132850769253,26.232190321935594,3.4422571696257007,0.25806451612903225,1.0,3.4896085175299607,3.7957037613317928
2023-09-01,863028.272713617,1198.6503787689123,1496.5322718208913,859.097763921927,146.39716915340153,0.8009519081806808,1.7419813374777833,11.793501539634512,57.59596421615846,71.97843652300207,0.5597222222222222,1291.2824221687813,1056.7881802016332,1.221893323903762,28.334739548021975,5.622923026958816,0.3,1.0,3.7184668011941104,3.6916035482065417
2023-10-01,879029.3655018117,1181.4910826637254,1443.3559088562092,765.3110649369546,150.75328105002416,0.8185722422406548,1.885972874278397,1.399106264060447,37.26912872458164,47.50142801417368,0.5067204301075269,1290.9070674382283,1019.1110478343581,1.2666991199648407,27.17685715211479,4.354844459178188,0.3225806451612903,0.9986559139784946,3.217453043025605,3.32786199231967
