timestamp,lower_mw,median_mw,upper_mw,gate_load,gate_weather,gate_calendar,gate_macro,gate_event
2025-01-01 00:00:00+08:00,1162.9544666904367,1216.397097458259,1272.9958485263742,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 01:00:00+08:00,1158.3372351519138,1205.4051815859348,1259.6139532915622,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 02:00:00+08:00,1114.2069801631776,1163.5438722911683,1217.4588875118104,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 03:00:00+08:00,1129.6370940780764,1181.4470420456057,1236.6668716049319,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 04:00:00+08:00,1099.61808235744,1151.170807672534,1209.5169394741392,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 05:00:00+08:00,1128.8475066748088,1178.0584289160197,1235.7203399267619,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 06:00:00+08:00,1179.5403357261096,1230.067090105382,1284.6807165854846,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 07:00:00+08:00,1223.3500936811572,1273.4604128187304,1333.0579870527392,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 08:00:00+08:00,1398.9564042996258,1448.546034426579,1503.7685075711101,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 09:00:00+08:00,1468.0865446241185,1521.9452196271702,1580.016384712009,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 10:00:00+08:00,1502.0301651718787,1557.0360941651038,1613.8804459335975,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 11:00:00+08:00,1528.197583247221,1577.996125269926,1633.9914446363812,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 12:00:00+08:00,1462.8212984894358,1516.2707070206247,1571.9839114044748,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 13:00:00+08:00,1515.2398441013784,1563.7451255497426,1616.0384051975698,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 14:00:00+08:00,1482.4706055361287,1536.8772446352498,1594.447717352535,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 15:00:00+08:00,1477.8811079361167,1529.0042692520346,1587.8876005508628,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 16:00:00+08:00,1468.4769689320979,1520.4179269551692,1573.0607625722346,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 17:00:00+08:00,1418.2348629529395,1470.153794913999,1526.459235816709,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 18:00:00+08:00,1393.3958919236002,1445.8595702835855,1503.755495805436,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 19:00:00+08:00,1418.1246714698057,1471.4616675482969,1527.378798972247,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 20:00:00+08:00,1430.4961635577822,1483.2320854175234,1536.491936873212,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 21:00:00+08:00,1266.571601842133,1322.2778482181707,1381.1070480091253,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 22:00:00+08:00,1288.4208763821978,1338.859528420772,1398.663483498897,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
2025-01-01 23:00:00+08:00,1219.4347545649223,1271.6239282633476,1327.435883715313,0.44498783349990845,0.12920191884040833,0.19863806664943695,0.1874762624502182,0.03969590738415718
