timestamp,region,load_mw,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,industrial_yoy,pmi,retail_yoy,power_consumption_yoy,electricity_price_index,renewable_share,is_weekend,is_holiday,policy_event,sensor_quality,anomaly_label,anomaly_cause,load_trend,load_daily,load_weekly,load_residual,load_diff_1,load_rolling_mean_24,load_rolling_std_24,load_rolling_mean_168,load_rolling_std_168,load_residual_mean_24,load_residual_mean_168,load_factor_24,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_business_hour,cdd,hdd,temp_anomaly,apparent_stress,missing_fraction,industrial_yoy_published,pmi_published,retail_yoy_published,power_consumption_yoy_published,electricity_price_index_published,renewable_share_published
2023-01-01 00:00:00+08:00,杭州示范区,975.4395517644672,15.171103341925248,73.22224185788819,0.0,2.405094324544499,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal,975.4395517644672,0.0,0.0,0.0,0.0,975.4395517644672,0.0,975.4395517644672,0.0,0.0,0.0,1.0,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.2
2023-01-01 01:00:00+08:00,杭州示范区,891.5618382682002,14.423578023207895,64.05323561404285,0.0,2.2323668764313642,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal,975.4395517644672,0.0,0.0,-83.877713496267,-83.877713496267,975.4395517644672,0.0,975.4395517644672,0.0,0.0,0.0,1.0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0.0,0.0,-0.7475253187173525,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.2
2023-01-01 02:00:00+08:00,杭州示范区,934.9033219889066,12.698416094711124,77.35740547185242,0.0,2.7231195088091242,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal,933.5006950163337,-41.9388567481335,0.0,43.34148372070638,43.34148372070638,933.5006950163337,0.0,933.5006950163337,0.0,0.0,0.0,0.9570051709793083,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0.0,0.0,-2.0989245878554463,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.2
2023-01-01 03:00:00+08:00,杭州示范区,894.5253341643687,13.116860498971134,74.7846343670389,0.0,4.203443153176394,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal,933.9682373405245,-27.491695507898044,0.0,-11.95120766825778,-40.377987824537854,933.9682373405245,0.0,933.9682373405245,0.0,0.0,0.0,0.9574844854825443,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0.0,0.0,-0.9808386543102898,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.2
2023-01-01 04:00:00+08:00,杭州示范区,918.4774307493828,11.098171363571886,72.00313235415665,0.0,2.2919342702126273,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal,924.1075115464856,-30.47949742496249,0.0,24.84941662785971,23.952096585014147,924.1075115464856,39.52152976059629,924.1075115464856,39.52152976059629,-13.121859360954602,0.0,0.9473754779318438,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0.0,0.0,-2.754318126131963,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.2
2023-01-01 05:00:00+08:00,杭州示范区,924.3437060258858,9.368598418898575,67.87905651419162,0.0,3.4870832263764653,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal,922.9814953870651,-25.509614099390546,0.0,26.871824738211217,5.866275276502961,922.9814953870651,34.31913530262169,922.9814953870651,34.31913530262169,-5.527604163191739,0.0,0.9462211099780494,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0.0,0.6314015811014251,-3.933027445578883,0.6314015811014251,0.0,0.0,50.0,0.0,0.0,0.0,0.2
2023-01-01 06:00:00+08:00,杭州示范区,979.8422270163333,8.715184752095913,73.21048031664719,0.0,4.4724984859617445,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal,923.2085304935352,-21.03097664302201,0.0,77.66467316582002,55.498520990447446,923.2085304935352,30.701004999399334,923.2085304935352,30.701004999399334,-0.1276993462912467,0.0,0.9464538615678937,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0.0,1.2848152479040866,-3.930936538118397,1.2848152479040866,0.0,0.0,50.0,0.0,0.0,0.0,0.2
2023-01-01 07:00:00+08:00,杭州示范区,1036.1001075631705,10.158710053880958,82.92037567897219,0.0,4.7776603605373555,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal,931.2990585682206,-9.93602333361915,0.0,114.73707232856898,56.257880546837214,931.2990585682206,35.26551103181689,931.2990585682206,35.26551103181689,10.985496726867506,0.0,0.9504581787662603,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0.0,0.0,-1.925848873745009,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.2
2023-01-01 08:00:00+08:00,杭州示范区,1214.2876035808863,11.790764784510904,62.49915214339106,0.0,2.7344765030573988,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal,944.3991896925894,4.4061107074519725,0.0,265.48230318084495,178.18749601771583,944.3991896925894,49.38520599278382,944.3991896925894,49.38520599278382,23.954443677080192,0.0,0.9114941527356322,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0.0,0.0,-0.05306303389693845,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.2
2023-01-01 09:00:00+08:00,杭州示范区,1183.6124112509588,10.142964673695108,65.79418301828437,0.0,2.702355206040974,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal,974.3867912357335,33.90414439421252,0.0,175.3214756210127,-30.67519232992754,974.3867912357335,101.13032416824531,974.3867912357335,101.13032416824531,50.79087251083183,0.0,0.8024349325170621,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0.0,0.0,-1.694967252057518,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.2
