timestamp,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m
2023-01-01 00:00:00+08:00,15.171103341925248,73.22224185788819,0.0,2.405094324544499
2023-01-01 01:00:00+08:00,14.423578023207895,64.05323561404285,0.0,2.232366876431364
2023-01-01 02:00:00+08:00,12.698416094711124,77.35740547185242,0.0,2.723119508809124
2023-01-01 03:00:00+08:00,13.116860498971134,74.7846343670389,0.0,4.203443153176394
2023-01-01 04:00:00+08:00,11.098171363571886,72.00313235415665,0.0,2.2919342702126277
2023-01-01 05:00:00+08:00,9.368598418898577,67.87905651419162,0.0,3.4870832263764653
2023-01-01 06:00:00+08:00,8.715184752095913,73.21048031664719,0.0,4.4724984859617445
2023-01-01 07:00:00+08:00,10.158710053880958,82.92037567897219,0.0,4.777660360537356
2023-01-01 08:00:00+08:00,11.790764784510904,62.49915214339106,0.0,2.7344765030573988
2023-01-01 09:00:00+08:00,10.142964673695108,65.79418301828437,0.0,2.702355206040974
2023-01-01 10:00:00+08:00,10.164308812358083,66.98215134523679,0.0,2.5491956438816232
2023-01-01 11:00:00+08:00,11.257888298110814,67.68083568434866,0.0,4.369377243279148
2023-01-01 12:00:00+08:00,13.299402891131392,68.91529102600427,0.0,3.106016065513101
2023-01-01 13:00:00+08:00,12.833498373823357,76.08487341704583,0.0,2.5963381441287248
2023-01-01 14:00:00+08:00,13.00324167545569,72.47746754433048,0.0,2.464004179533294
2023-01-01 15:00:00+08:00,15.857392068452048,67.53284330218497,0.0,3.352865692849887
2023-01-01 16:00:00+08:00,15.902846262074878,69.01181962900627,0.0,2.55610741676787
2023-01-01 17:00:00+08:00,18.05289079438308,69.82826862675495,0.0,3.411829033650924
2023-01-01 18:00:00+08:00,16.950237754527667,54.51538006049709,0.0,2.9649964609473902
2023-01-01 19:00:00+08:00,15.560239981616787,74.83090935606961,0.0,6.297003867212418
2023-01-01 20:00:00+08:00,15.506701714940782,61.58508311358959,0.0,2.650723098820456
2023-01-01 21:00:00+08:00,19.15448618655648,61.52956276184023,0.0,3.2226095277024616
2023-01-01 22:00:00+08:00,18.875776858979403,67.22621460769055,0.0,3.257008224716915
2023-01-01 23:00:00+08:00,15.908796787784835,66.54056161313395,0.0,3.298891345692725
2023-01-02 00:00:00+08:00,14.677549410495889,71.40035102978146,0.0,2.551304596886059
2023-01-02 01:00:00+08:00,16.090969394097954,67.92456838362138,0.0,2.3943935339946485
2023-01-02 02:00:00+08:00,11.922726459361511,68.03262914604751,0.0,3.096543552209979
2023-01-02 03:00:00+08:00,11.230494321341762,81.27843644462766,0.0,4.182007879414071
2023-01-02 04:00:00+08:00,12.26069205527718,74.76093968261306,0.0,3.216362379125991
2023-01-02 05:00:00+08:00,10.19698206795116,73.46708472498597,0.0,2.6225828550680617
2023-01-02 06:00:00+08:00,10.09583723451336,76.27576096013054,0.0,5.040024251632976
2023-01-02 07:00:00+08:00,9.52830438149068,66.91646526492951,0.0,2.7486376816371574
2023-01-02 08:00:00+08:00,10.02850174791454,86.70202588178088,0.0,3.542874128254853
2023-01-02 09:00:00+08:00,11.491960331288468,62.76756934395168,0.0,2.5562791380907317
2023-01-02 10:00:00+08:00,10.215470701540632,72.13057758189834,0.0,3.778565730784671
2023-01-02 11:00:00+08:00,11.49516196312172,68.37364457733452,0.0,2.635117041766952
2023-01-02 12:00:00+08:00,8.893818435627097,70.05873554529035,0.0,2.4776333592711866
2023-01-02 13:00:00+08:00,12.2880050926239,66.60419888632876,0.0,3.569642571373513
2023-01-02 14:00:00+08:00,12.252495724049783,64.40865819997315,0.0,2.676663730564352
2023-01-02 15:00:00+08:00,12.740647703265664,77.76290965620758,0.0,2.997839414981561
2023-01-02 16:00:00+08:00,14.058843103254937,60.02294811047861,0.0,2.6077613214023527
2023-01-02 17:00:00+08:00,15.505174351430083,74.25606652721417,0.0,2.446736708899215
2023-01-02 18:00:00+08:00,17.655705733863314,70.2979848426494,0.0,2.929649068843931
2023-01-02 19:00:00+08:00,15.222468222010972,64.91691091173635,0.0,2.8630637088700044
2023-01-02 20:00:00+08:00,17.044822927658895,69.9446337908128,0.0,3.2511257388982298
2023-01-02 21:00:00+08:00,16.275247327518453,65.68827138048513,0.0,3.1130330808987603
2023-01-02 22:00:00+08:00,16.101236187965846,59.21702848946015,0.0,3.4289231322624776
2023-01-02 23:00:00+08:00,17.176275933936854,58.484757466851015,0.0,2.346597214512441
2023-01-03 00:00:00+08:00,15.61960774614153,71.8733848056817,0.0,2.680333347164598
2023-01-03 01:00:00+08:00,15.726341551069378,71.43023610249313,0.0,3.4679998640091005
2023-01-03 02:00:00+08:00,12.903831350824246,71.01620638711636,0.0,4.106604010645025
2023-01-03 03:00:00+08:00,11.269404718418915,67.80733068580227,0.0,4.591626229422738
2023-01-03 04:00:00+08:00,10.967139928786,69.44162431799334,1.430137658800406,4.071606706724193
2023-01-03 05:00:00+08:00,10.783789348585424,68.63328588841274,0.0,2.5397174262591644
2023-01-03 06:00:00+08:00,10.11338615395134,59.18635143829843,0.0,3.145330658745738
2023-01-03 07:00:00+08:00,8.167552802325362,73.30310815004994,0.0,2.5561605256007525
2023-01-03 08:00:00+08:00,9.510075676921469,75.5246272707754,0.0,3.270617845993133
2023-01-03 09:00:00+08:00,9.808323305290704,72.11701911247941,0.0,3.2333085539569986
2023-01-03 10:00:00+08:00,13.0395120028016,81.60441020203321,0.0,4.067895248368656
2023-01-03 11:00:00+08:00,12.826724123598485,62.34802189349127,0.0,3.194469872046674
2023-01-03 12:00:00+08:00,10.180409261688098,66.73696703547789,0.0,2.523816563196882
2023-01-03 13:00:00+08:00,11.780103781070826,71.09605513398257,0.0,2.2508616298367543
2023-01-03 14:00:00+08:00,11.267660947590368,72.25562196065425,0.0,6.191399255242278
2023-01-03 15:00:00+08:00,13.31621014931159,55.7043820128324,0.0,3.309290247990491
2023-01-03 16:00:00+08:00,15.341469704374548,71.71278372084831,0.0,3.183032837011626
2023-01-03 17:00:00+08:00,17.22057556638714,67.82278620209884,0.0,3.384972502282269
2023-01-03 18:00:00+08:00,15.389902646709537,52.62182240813621,0.0,3.0999940973104496
2023-01-03 19:00:00+08:00,15.853205957071433,66.29313065000197,0.0,2.429221303828334
2023-01-03 20:00:00+08:00,14.112852162713304,62.755570224394354,0.0,2.8977174901138727
2023-01-03 21:00:00+08:00,16.467556606475043,63.47606969494719,0.0,2.647727907456836
2023-01-03 22:00:00+08:00,14.973239429064591,58.40336493545652,0.0,4.146763904847052
2023-01-03 23:00:00+08:00,15.051459256069256,70.62472630866306,0.0,3.631840525909873
2023-01-04 00:00:00+08:00,13.642176420368433,81.10080234871525,0.0,3.749488086385361
2023-01-04 01:00:00+08:00,13.728054667141548,70.55912401883582,0.0,2.262666542722495
2023-01-04 02:00:00+08:00,10.691091903882128,55.86599235974288,0.0,4.706723254900681
2023-01-04 03:00:00+08:00,10.096815369459852,73.4265607342347,0.0,2.401502128106492
2023-01-04 04:00:00+08:00,13.699811283113291,67.36266999227178,0.0,2.608212136293957
2023-01-04 05:00:00+08:00,8.662679076095154,64.79590294964991,0.0,3.25914054939628
