timestamp,region,load_mw,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,industrial_yoy,pmi,retail_yoy,power_consumption_yoy,electricity_price_index,renewable_share,is_weekend,is_holiday,policy_event,sensor_quality,anomaly_label,anomaly_cause
2023-01-01 00:00:00+08:00,杭州示范区,975.4395517644672,15.171103341925248,73.22224185788819,0.0,2.405094324544499,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal
2023-01-01 01:00:00+08:00,杭州示范区,891.5618382682002,14.423578023207895,64.05323561404285,0.0,2.2323668764313642,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal
2023-01-01 02:00:00+08:00,杭州示范区,934.9033219889066,12.698416094711124,77.35740547185242,0.0,2.7231195088091242,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal
2023-01-01 03:00:00+08:00,杭州示范区,894.5253341643687,13.116860498971134,74.7846343670389,0.0,4.203443153176394,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal
2023-01-01 04:00:00+08:00,杭州示范区,918.4774307493828,11.098171363571886,72.00313235415665,0.0,2.2919342702126273,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal
2023-01-01 05:00:00+08:00,杭州示范区,924.3437060258858,9.368598418898575,67.87905651419162,0.0,3.4870832263764653,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal
2023-01-01 06:00:00+08:00,杭州示范区,979.8422270163333,8.715184752095913,73.21048031664719,0.0,4.4724984859617445,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal
2023-01-01 07:00:00+08:00,杭州示范区,1036.1001075631705,10.158710053880958,82.92037567897219,0.0,4.7776603605373555,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal
2023-01-01 08:00:00+08:00,杭州示范区,1214.2876035808863,11.790764784510904,62.49915214339106,0.0,2.7344765030573988,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal
2023-01-01 09:00:00+08:00,杭州示范区,1183.6124112509588,10.142964673695108,65.79418301828437,0.0,2.702355206040974,4.512585262242912,50.08470444135294,5.123746471299275,4.20319011629368,1.1464753761067203,0.18512235342813804,1,1,0,1.0,0,normal
