date,year,quarter,period,industry,cumulative_value,value,unit,cumulative_yoy_pct,revision_risk,source_file,log_observed,trend_log,seasonal_log,resid_log,trend_level,seasonal_factor,expected_value,residual_value,residual_pct,residual_pct_points,robust_z,stl_weight,anomaly_level,statistical_outlier,endpoint_warning,stl_period,stl_seasonal,stl_robust
2000-01-01,2000,1,2000Q1,第一产业,107.22,107.22,亿元（当年价格，按累计值差分得到单季度值）,4.9,False,浙江省第一产业季度.xlsx,4.674882798399391,5.018469424788639,-0.34466376861496717,0.0010771422257187524,151.1797346679352,0.7084585194153443,107.10457098844999,0.11542901155000607,0.0010777225517522027,0.10777225517522027,0.09691935837642789,0.9991070006102043,normal,False,True,4,7,True
2000-01-01,2000,1,2000Q1,第三产业,498.34,498.34,亿元（当年价格，按累计值差分得到单季度值）,9.8,False,浙江省第三产业季度.xlsx,6.211282574993615,6.218931839685684,-0.00505880044888644,-0.002590464243182211,502.1665510595964,0.9949539737323487,499.6326054522136,-1.2926054522136496,-0.0025871118860302245,-0.25871118860302245,-0.22431076125390373,0.9940465910363402,normal,False,True,4,7,True
2000-01-01,2000,1,2000Q1,第二产业,664.56,664.56,亿元（当年价格，按累计值差分得到单季度值）,11.8,False,浙江省第二产业季度.xlsx,6.499125167530816,6.566387353754592,-0.06453551352360788,-0.002726672700167576,710.7973398175649,0.9375028196423307,666.374510273235,-1.8145102732351006,-0.0027229587045445314,-0.27229587045445314,-0.46553115861288297,0.9786823062830754,normal,False,True,4,7,True
2000-04-01,2000,2,2000Q2,第一产业,256.15,148.92999999999998,亿元（当年价格，按累计值差分得到单季度值）,4.9,False,浙江省第一产业季度.xlsx,5.003476396897776,5.026255918290975,-0.01925301442599013,-0.003526506967208576,152.36148958233343,0.9809311411127624,149.4561298376386,-0.5261298376386208,-0.0035202961444952274,-0.35202961444952274,-0.2710538380609831,0.9904068822237714,normal,False,True,4,7,True
2000-04-01,2000,2,2000Q2,第三产业,952.7,454.36000000000007,亿元（当年价格，按累计值差分得到单季度值）,10.3,False,浙江省第三产业季度.xlsx,6.118889835363221,6.258869263701618,-0.04420018127075738,-0.09577924706763952,522.6276518189851,0.9567624123862924,500.03049293411544,-45.67049293411537,-0.09133541569860415,-9.133541569860416,-8.209673999200986,0.0,high,True,True,4,7,True
2000-04-01,2000,2,2000Q2,第二产业,1400.14,735.5800000000002,亿元（当年价格，按累计值差分得到单季度值）,11.9,False,浙江省第二产业季度.xlsx,6.600659303671042,6.5975257420654385,0.002161053204186901,0.0009725084014169383,733.2786223915492,1.0021633899626459,734.8649900030538,0.7150099969463781,0.0009729814410446291,0.09729814410446291,-0.03443865710011846,0.9999753616543663,normal,False,True,4,7,True
2000-07-01,2000,3,2000Q3,第一产业,386.18,130.03000000000003,亿元（当年价格，按累计值差分得到单季度值）,5.2,False,浙江省第一产业季度.xlsx,4.867765193063229,5.033813721445233,-0.16489823399719258,-0.0011502943848116232,153.5173701858982,0.8479799952316643,130.17965883821563,-0.14965883821560055,-0.001149633049826848,-0.11496330498268481,-0.08112135130618614,0.9989813639959434,normal,False,True,4,7,True
2000-07-01,2000,3,2000Q3,第三产业,1480.43,527.73,亿元（当年价格，按累计值差分得到单季度值）,11.1,False,浙江省第三产业季度.xlsx,6.268584789278924,6.298562594098998,-0.03455574149335043,0.004577936673276106,543.789701559078,0.9660344899805745,525.3196070023129,2.410392997687154,0.004588431434040308,0.45884314340403076,0.3899507777231806,0.9814652960745393,normal,False,True,4,7,True
2000-07-01,2000,3,2000Q3,第二产业,2193.39,793.2499999999998,亿元（当年价格，按累计值差分得到单季度值）,11.8,False,浙江省第二产业季度.xlsx,6.676138430463305,6.628566213583766,0.04298740996003143,0.004584806919507578,756.3968812175439,1.0439247517135282,789.6214264219116,3.628573578088208,0.0045953332276338354,0.45953332276338354,0.38652878450675965,0.9075410816282921,normal,False,True,4,7,True
2000-10-01,2000,4,2000Q4,第一产业,650.0,263.82,亿元（当年价格，按累计值差分得到单季度值）,4.5,True,浙江省第一产业季度.xlsx,5.575267052420774,5.0411587668271975,0.5239551858346411,0.010153099758935191,154.64911350174563,1.688693555390497,261.1549613172513,2.6650386827486727,0.010204817359418916,1.0204817359418916,0.8223675765766135,0.9217833917646955,normal,False,True,4,7,True
