anomaly_id,region_code,region_name,period,frequency,metric_id,metric_name,industry,observed,expected,unit,residual_pct,residual_pct_points,direction,anomaly_level,robust_z,stl_weight,endpoint_warning,revision_risk,holiday_names,spring_festival_days,candidate_causes,source_file
anomaly:gdp_tertiary:2000Q2,CN-ZJ,浙江省,2000Q2,Q,gdp_tertiary_quarterly,第三产业单季度增加值,第三产业,454.36000000000007,500.03049293411544,亿元（当年价格，按累计值差分得到单季度值）,-0.09133541569860415,-9.133541569860416,below_expected,high,-8.209673999200986,0.0,True,False,[],0,"[{""cause_id"":""industrial_activity"",""confidence"":""low"",""relation"":""CANDIDATE_EXPLANATION"",""evidence"":""需要工业增加值、消费、投资或服务业高频指标交叉验证"",""causal_status"":""待补证据""}]",浙江省第三产业季度.xlsx
anomaly:gdp_secondary:2000Q4,CN-ZJ,浙江省,2000Q4,Q,gdp_secondary_quarterly,第二产业单季度增加值,第二产业,1006.6100000000001,803.2382313554978,亿元（当年价格，按累计值差分得到单季度值）,0.253189851659954,25.3189851659954,above_expected,high,26.15378074144688,0.0,True,True,[],0,"[{""cause_id"":""annual_revision"",""confidence"":""high"",""relation"":""DATA_QUALITY_RISK"",""evidence"":""Q4 单季度值由全年累计值差分得到，可能吸收年度核算修订"",""causal_status"":""数据构造风险""},{""cause_id"":""industrial_activity"",""confidence"":""low"",""relation"":""CANDIDATE_EXPLANATION"",""evidence"":""需要工业增加值、消费、投资或服务业高频指标交叉验证"",""causal_status"":""待补证据""}]",浙江省第二产业季度.xlsx
anomaly:gdp_tertiary:2000Q4,CN-ZJ,浙江省,2000Q4,Q,gdp_tertiary_quarterly,第三产业单季度增加值,第三产业,699.5699999999999,615.9903657528138,亿元（当年价格，按累计值差分得到单季度值）,0.1356833465163727,13.56833465163727,above_expected,high,10.90041651063661,0.0,True,True,[],0,"[{""cause_id"":""annual_revision"",""confidence"":""high"",""relation"":""DATA_QUALITY_RISK"",""evidence"":""Q4 单季度值由全年累计值差分得到，可能吸收年度核算修订"",""causal_status"":""数据构造风险""},{""cause_id"":""industrial_activity"",""confidence"":""low"",""relation"":""CANDIDATE_EXPLANATION"",""evidence"":""需要工业增加值、消费、投资或服务业高频指标交叉验证"",""causal_status"":""待补证据""}]",浙江省第三产业季度.xlsx
anomaly:gdp_tertiary:2001Q1,CN-ZJ,浙江省,2001Q1,Q,gdp_tertiary_quarterly,第三产业单季度增加值,第三产业,555.0,584.9171291401746,亿元（当年价格，按累计值差分得到单季度值）,-0.051147637245899435,-5.1147637245899435,below_expected,medium,-4.501244536518602,0.0,False,False,[],0,"[{""cause_id"":""industrial_activity"",""confidence"":""low"",""relation"":""CANDIDATE_EXPLANATION"",""evidence"":""需要工业增加值、消费、投资或服务业高频指标交叉验证"",""causal_status"":""待补证据""}]",浙江省第三产业季度.xlsx
anomaly:gdp_primary:2001Q2,CN-ZJ,浙江省,2001Q2,Q,gdp_primary_quarterly,第一产业单季度增加值,第一产业,164.0,154.89383546305362,亿元（当年价格，按累计值差分得到单季度值）,0.05878971561213908,5.878971561213908,above_expected,medium,4.576985585461792,0.0,False,False,[],0,"[{""cause_id"":""industrial_activity"",""confidence"":""low"",""relation"":""CANDIDATE_EXPLANATION"",""evidence"":""需要工业增加值、消费、投资或服务业高频指标交叉验证"",""causal_status"":""待补证据""}]",浙江省第一产业季度.xlsx
anomaly:gdp_secondary:2001Q2,CN-ZJ,浙江省,2001Q2,Q,gdp_secondary_quarterly,第二产业单季度增加值,第二产业,895.0,829.2025316096169,亿元（当年价格，按累计值差分得到单季度值）,0.07935029848818664,7.935029848818664,above_expected,medium,8.750931147338427,0.0,False,False,[],0,"[{""cause_id"":""industrial_activity"",""confidence"":""low"",""relation"":""CANDIDATE_EXPLANATION"",""evidence"":""需要工业增加值、消费、投资或服务业高频指标交叉验证"",""causal_status"":""待补证据""}]",浙江省第二产业季度.xlsx
anomaly:gdp_tertiary:2001Q2,CN-ZJ,浙江省,2001Q2,Q,gdp_tertiary_quarterly,第三产业单季度增加值,第三产业,665.0,588.7960464038215,亿元（当年价格，按累计值差分得到单季度值）,0.12942334457170346,12.942334457170347,above_expected,high,10.426776978627817,0.0,False,False,[],0,"[{""cause_id"":""industrial_activity"",""confidence"":""low"",""relation"":""CANDIDATE_EXPLANATION"",""evidence"":""需要工业增加值、消费、投资或服务业高频指标交叉验证"",""causal_status"":""待补证据""}]",浙江省第三产业季度.xlsx
anomaly:gdp_primary:2001Q3,CN-ZJ,浙江省,2001Q3,Q,gdp_primary_quarterly,第一产业单季度增加值,第一产业,150.0,133.67895259715596,亿元（当年价格，按累计值差分得到单季度值）,0.12209137703246253,12.209137703246252,above_expected,high,9.21838654939768,0.0,False,False,[],0,"[{""cause_id"":""industrial_activity"",""confidence"":""low"",""relation"":""CANDIDATE_EXPLANATION"",""evidence"":""需要工业增加值、消费、投资或服务业高频指标交叉验证"",""causal_status"":""待补证据""}]",浙江省第一产业季度.xlsx
anomaly:gdp_primary:2002Q1,CN-ZJ,浙江省,2002Q1,Q,gdp_primary_quarterly,第一产业单季度增加值,第一产业,105.0,114.75613549731398,亿元（当年价格，按累计值差分得到单季度值）,-0.08501624296630594,-8.501624296630595,below_expected,high,-7.090943140384704,0.0,False,False,[],0,"[{""cause_id"":""industrial_activity"",""confidence"":""low"",""relation"":""CANDIDATE_EXPLANATION"",""evidence"":""需要工业增加值、消费、投资或服务业高频指标交叉验证"",""causal_status"":""待补证据""}]",浙江省第一产业季度.xlsx
anomaly:gdp_primary:2004Q2,CN-ZJ,浙江省,2004Q2,Q,gdp_primary_quarterly,第一产业单季度增加值,第一产业,200.0,187.69251381204398,亿元（当年价格，按累计值差分得到单季度值）,0.06557260030243284,6.557260030243284,above_expected,medium,5.0874098126804395,0.0,False,False,[],0,"[{""cause_id"":""industrial_activity"",""confidence"":""low"",""relation"":""CANDIDATE_EXPLANATION"",""evidence"":""需要工业增加值、消费、投资或服务业高频指标交叉验证"",""causal_status"":""待补证据""}]",浙江省第一产业季度.xlsx
