date,log_elec,weather_effect,calendar_effect,economic_signal,economic_trend,economic_residual,seasonal_residual,wavelet_highfreq,economic_deviation,_true_anomaly
2019-01-01,4.48189715649016,0.0,-0.13620792604605736,4.624095857681652,4.624239133922073,-0.0007726021147576034,0.0006293258743374681,0.004207800842410366,-0.024499488716815065,0
2019-01-02,4.655873639572235,0.05871846339303677,0.0,4.606881720641865,4.627154254710689,-0.00470958594188442,-0.015562948126939263,-0.014643436251685004,-0.04196379744108292,0
2019-01-03,4.669020952083485,0.04577912205230755,0.0,4.637954791741333,4.63007574155648,0.0048594690839314225,0.0030195811009215046,0.011269704405986632,-0.01110920382602032,0
2019-01-04,4.650560918631412,0.02634043415159042,0.0,4.643687229362922,4.633033220936333,0.007183953975324009,0.003470054451265274,0.008613640493514828,-0.005595243688836682,0
2019-01-05,4.412027551323921,0.02920148570590433,-0.2182914917713772,4.626352576097691,4.636046136107237,-0.0023445022038783847,-0.007349057805667512,-0.01289303149086938,-0.025369942221370678,0
2019-01-06,4.442369041404943,0.047133496529982666,-0.2182914917713772,4.641942903080193,4.639101714684756,-0.0001419403012938858,0.002983128696730621,0.00244282906751108,-0.012219660506170626,0
2019-01-07,4.655119169564308,0.040126585394628086,0.0,4.645272308826645,4.6421455497865605,-0.007943779735079204,0.011070538775164595,0.002894751595775797,-0.010910507089747945,0
2019-01-08,4.658644576695801,0.04898429411942012,0.0,4.64205047811705,4.645100714270682,-0.0022293929256314016,-0.0008208432280003392,-0.004496809424515976,-0.016152590129372868,0
2019-01-09,4.67815233479095,0.062355973280023576,0.0,4.646258311712738,4.649712393031574,0.0056646895467986624,-0.00911877086563444,0.003832138375906728,-0.012150584485040028,0
2019-01-10,4.644191368116522,0.04250942857602185,0.0,4.629269145339615,4.655505548441983,-0.030166107043660517,0.00392970394129203,-0.0002546694107969712,-0.028933922906808185,0
2019-01-11,4.66836329910983,0.04050850266115234,0.0,4.654162563586364,4.660325602422579,-0.0021338291704786627,-0.004029209665736749,-0.0008177580446480563,-0.0020202523300296704,0
2019-01-12,4.501191329741229,0.07015469106496222,-0.26072172067595256,4.718399722045692,4.66415998908063,0.05927902845907784,-0.0050392954940148196,-0.0022106943412141178,0.06423715845932865,0
2019-01-13,4.522936548452853,0.1003636684083738,-0.2865362931047093,4.7346317951599675,4.6674416212241665,0.060358107814786344,0.006832066121014556,0.0022388925189869707,0.07844897924357408,0
2019-01-14,4.700386650272691,0.0652936493755706,-0.039849702643908747,4.699210575902219,4.670545813347169,0.02231606383465401,0.006348698720396506,0.003349560750161196,0.045048012315855424,0
2019-01-15,4.684884384853584,0.05963667732367866,-0.03426309741570699,4.683484776273348,4.673529585142685,0.012395256540306931,-0.002440065409644226,-0.0009430891921060024,0.027301960356954424,0
2019-01-16,4.6662214004327724,0.06045771397173148,-0.04457134057663059,4.671720419974386,4.675369134398052,-0.00047234917841620927,-0.003176365245250326,-0.00940905437835225,0.017557856388021875,0
2019-01-17,4.695605915800488,0.07016766583465954,-0.03767898717194762,4.683268719894605,4.674459123792606,0.003651937119647286,0.005157658982352081,0.012852666928610713,0.027085903978211867,0
2019-01-18,4.666176589550616,0.061063643461330766,-0.024253078028603214,4.649282473051759,4.670806793287519,-0.01091608791842269,-0.010608232317337592,-0.013316756135261499,-0.0048800905346046974,0
2019-01-19,4.479744940765794,0.05503269508836051,-0.226697113379008,4.6704913693352195,4.66663061686079,0.006882930534566789,-0.0030221780601368516,0.009011789706437765,0.0158464301612673,0
2019-01-20,4.458470533427294,0.05240745655386738,-0.25255051460564726,4.674932523228426,4.662727069879728,0.0016883135739558242,0.010517139774742244,0.005687114606074988,0.01980520846688627,0
2019-01-21,4.652758216528205,0.056431417111202566,-0.05091940575654663,4.661299879764145,4.659340871415606,0.0004534553915283013,0.0015055529570106882,-0.005626514657894858,0.004872772207085596,0
